nohup: ignoring input
failed to open /dev/dri/renderD129: Permission denied
failed to open /dev/dri/renderD129: Permission denied
failed to open /dev/dri/renderD129: Permission denied
failed to open /dev/dri/renderD129: Permission denied
# 2026-01-09 00:01:27.163782

# field.xml config.pdb
#   401 molecules 10704 atoms 11016 bonds
# Box vectors (nm):
#     x      y      z
#     4.02   0.00   0.00
#    -2.01   3.48   0.00
#     0.00   0.00  13.00
# Langevin integrator 323.0 K
#   barostat (1.0, 1.0, 0.0)
# coordinates and velocities from state-eq.xml
# platform OpenCL
#   DeviceIndex 0
#   DeviceName NVIDIA GeForce RTX 4060
#   OpenCLPlatformIndex 0
#   OpenCLPlatformName NVIDIA CUDA
#   Precision single
#   UseCpuPme false
#   DisablePmeStream false
# PotentielEnergy 28113.71541082603 kJ/mol
#   HarmonicBondForce 8993.811849594116 kJ/mol
330000	28163.01642356778	65258.11407981778	327.41457862672695	0.8303857230241927	128
331000	28046.963220875652	64926.71712712565	325.5138777896645	0.829651035372341	128
332000	28778.73689256597	65065.46736131597	320.279641160768	0.828550188524152	128
333000	28398.316220335662	65388.27715783566	326.4866044025662	0.8285741102024468	128
334000	27672.32561707904	64172.07952332904	322.15986209111855	0.828183591677479	128
335000	28469.008481501194	65496.953794001194	326.82186806059104	0.8290212534272925	128
336000	28569.383894962317	65062.19639496232	322.0985947607699	0.8310677024599827	128
337000	28119.649477188184	64976.012758438184	325.3074237805887	0.8305322610747763	128
338000	28502.5942734321	65051.6411484321	322.59493943589604	0.8285579187106863	128
339000	28697.073589780717	65472.00718353072	324.58869628005533	0.8287057963045734	128
340000	28834.129830012564	65577.52045501256	324.31028677382835	0.8282794633379368	128
341000	28480.29827062768	65061.08733312768	322.87510731795174	0.8298250661020531	128
342000	28278.656978985935	64938.754635235935	323.57511328760205	0.8295043206697874	128
343000	28687.37514916173	65522.90639916173	325.1235528336279	0.8282171997531239	128
344000	28947.564823032066	65595.55310428207	323.46823161957684	0.8286825808538617	128
345000	28709.89488773566	65834.08238773566	327.6713359756895	0.8296798849033551	128
346000	28137.834412931697	64702.3930066817	322.73185140484054	0.8304652544459383	128
347000	27646.163493213477	64282.67911821348	323.3669698586123	0.828999791674464	128
348000	28493.604287541064	64233.299600041064	315.4513135246653	0.8288378941888325	128
349000	27956.010009219695	64499.084227969695	322.5422226389894	0.8293936339376657	128
350000	28854.600574244396	65491.452136744396	323.3699349629511	0.8290766770900525	128
351000	28314.71541100432	64460.45369225432	319.0351937653803	0.8294835959788889	128
352000	28464.01952428196	65596.47655553196	327.7443258115635	0.8287291144391451	128
353000	28499.877920155996	65047.963857655996	322.5864578583689	0.830300166768423	128
354000	28523.513131624903	64935.6225066249	321.38628016031805	0.8309540732199611	128
355000	28509.809657038306	64623.376063288306	318.75123330800756	0.8309903318114531	128
356000	27818.30177869246	64597.47365369246	324.6261048638641	0.8315717096117371	128
357000	27834.658223807986	64120.314473807986	320.27015972247546	0.8296573713516677	128
358000	28512.20137959905	65243.10762959905	324.2000952218901	0.8269833961137171	128
359000	28990.451045505237	65895.56042050524	325.73767421132635	0.8277082066767136	128
360000	28696.50652270025	65115.15105395025	321.44396178309427	0.8295146403843634	128
361000	29156.194486071938	65978.87807982194	325.0101548316489	0.8289487331404362	128
362000	28114.67975947482	64322.98054072482	319.5873927315389	0.8308668616509047	128
363000	28515.826140232675	65035.435515232675	322.3351135487225	0.8318779284061678	128
364000	28151.543033665686	64858.01178366569	323.98440112022377	0.8293311026369281	128
365000	28537.93529809889	65118.11107934889	322.8696942786357	0.8293304723624666	128
366000	28832.546487816842	65366.28086281684	322.45978584278026	0.8291675962199412	128
367000	28044.144992818707	64749.42233656871	323.9738853432084	0.8300913395191716	128
368000	28187.994026565633	65140.88855781563	326.15944306453673	0.8300240069799383	128
369000	28459.035795539618	65105.00454553962	323.4504065155868	0.8297772924194887	128
370000	28330.887146804598	65196.6566780546	325.3904467020741	0.8302184937268362	128
371000	28335.923609114427	64789.04860911443	321.74829871330667	0.8303533340561176	128
372000	28504.61285539798	65268.39410539798	324.4902617115998	0.8301804367463722	128
373000	28440.691400217067	65139.12108771707	323.913445483838	0.8290220401441001	128
374000	28498.23270079121	65186.24051329121	323.8214582934215	0.8291383666092239	128
375000	28696.7054623366	65493.5570248366	324.7821520991809	0.8290813372791384	128
376000	28388.698945406824	65731.80050790682	329.6035496658407	0.8296870209298285	128
377000	28400.968036557315	64859.913349057315	321.7996708698736	0.8277973806638991	128
378000	28519.42002193525	65022.94736568525	322.1931677979935	0.8280567803273289	128
379000	28402.692881139577	64982.15381863958	322.86338481242643	0.8283351585760877	128
380000	28551.71544090862	65191.49669090862	323.39579343102173	0.8290682851124977	128
381000	28539.38537892804	65047.40100392804	322.2327829710777	0.8278941405868995	128
382000	28061.433511501644	64909.027261501644	325.230020766164	0.8280427661449377	128
383000	28577.02793564496	65633.62949814496	327.07479835627913	0.8287920096368084	128
384000	28011.92733940156	64817.92733940156	324.8628994754761	0.8296228582098649	128
385000	28095.283493273193	64158.21318077319	318.30429554587505	0.8275694381753409	128
386000	29097.76871621405	65391.94059121405	320.3453216696674	0.8284766795017583	128
387000	28398.787680088717	64807.63143008872	321.35745658790864	0.8288281700222061	128
388000	28104.929823281593	64822.06263578159	324.0785259440008	0.8309293845627382	128
389000	28539.99991501402	65181.93350876402	323.4147907855642	0.8299980805871277	128
390000	27734.73903049319	63772.46559299319	318.0818437645529	0.8304364273957293	128
391000	28286.068822865025	65120.381322865025	325.1127957109106	0.8293620790236045	128
392000	28295.62190138275	65411.08283888275	327.59431221879646	0.8278624732016888	128
393000	28758.651666994207	65434.44854199421	323.7136801985031	0.8297532182250409	128
394000	28240.78031814663	64795.93266189663	322.6488284833552	0.8300986541408202	128
395000	28737.662735334772	64597.41273533477	316.51095906824173	0.8301457782793271	128
396000	28319.39030038676	64897.35514413676	322.85017975473176	0.8287094250565965	128
397000	28785.899275927106	65559.7664634271	324.5792837976776	0.8297878725918112	128
398000	27967.488887579122	64618.94201257912	323.49881356781503	0.8274837097623076	128
399000	28940.71171602508	65356.90702852508	321.4223441037872	0.8273332756163841	128
400000	28516.870515557006	65663.354890557	327.8681361566856	0.8284372801767165	128
401000	28625.393736348546	65082.815611348546	321.78622446647694	0.8296053987215599	128
402000	28287.652149695845	65147.488087195845	325.33807468474174	0.8290245355375131	128
403000	28614.48766422033	65518.68688297033	325.7296408472457	0.8288982690109015	128
404000	28642.264167284593	64741.97119853459	318.6289055150548	0.8301632869459337	128
405000	28940.668676686822	65469.72727043682	322.4185157277396	0.8284931146734262	128
406000	28697.800964606926	65723.18377710693	326.7992505205186	0.8299649042780575	128
407000	28870.640628385474	65127.308597135474	320.01429880040604	0.8286946738713495	128
408000	28980.46763872949	65791.86607622949	324.9105480126409	0.8301341453426088	128
409000	28340.002494124346	64848.93218162435	322.24085081311574	0.8288856803327062	128
410000	28701.1850051636	65807.0717239136	327.5098067451417	0.8284746537579122	128
411000	28066.19031664991	64371.07312914991	320.4398602289336	0.8299111884271471	128
412000	27892.59208551387	64182.28349176387	320.30577545249804	0.8285607531474523	128
413000	28101.781398032093	64834.48452303209	324.2159550823068	0.8296230789646365	128
414000	27614.638700248266	64127.798856498266	322.2781904410097	0.8300554241528799	128
415000	28437.900369217445	65171.912087967445	324.2275051980449	0.8286234272324532	128
416000	28628.407359293255	65292.157359293255	323.6073501777967	0.8273614856969098	128
417000	27894.97138051933	64101.37763051933	319.5706709221866	0.8290482742871448	128
418000	28975.887194280862	65675.17625678086	323.921030634472	0.8275552800011902	128
419000	27733.26045414916	64520.51045414916	324.6974052798242	0.8297544723936474	128
420000	27998.055624576926	64785.508749576926	324.6991981336104	0.8298762474051883	128
421000	28685.48180642468	65325.90368142468	323.4014478160398	0.8313877892593354	128
422000	28229.50691076956	65109.41706701956	325.51525690796154	0.8305399298244435	128
423000	28134.791944710596	65058.807569710596	325.90454752527535	0.8313435937565584	128
424000	28266.478848785977	64871.34994253598	323.0876639254923	0.8312304750477457	128
425000	28751.468909254298	65176.8439092543	321.5033673037418	0.8307862370727046	128
426000	28373.55885775521	65220.91042025521	325.22788313280347	0.8297394600959216	128
427000	28522.125384684245	64709.469134684245	319.40241848994043	0.8294643182394692	128
428000	28319.95595723827	65205.03408223827	325.56087124563817	0.8291146199324678	128
429000	28152.574319830397	64781.9610385804	323.30404758630715	0.8279963158611957	128
430000	28201.835557504557	64895.19493250456	323.86869309509706	0.8263737576364903	128
431000	28265.22532626771	64330.78001376771	318.3274647332663	0.828305312410114	128
432000	28275.14726067381	64672.59257317381	321.2568499081352	0.8277171133213473	128
433000	28017.24218113575	64900.18749363575	325.54204628088274	0.8285004914143459	128
434000	28500.499869628577	65529.71471337858	326.83307339675497	0.8288188861761271	128
435000	28288.122828661057	65240.97439116106	326.15906380700505	0.8283283112741199	128
436000	28009.880483367597	65123.1031396176	327.5745563491905	0.8287202972104241	128
437000	28356.783496509946	65097.02959025995	324.28253201809923	0.8276953402861458	128
438000	27994.203831536288	64915.94601903629	325.8844813540526	0.8280452612547292	128
439000	28683.76032473595	65787.75641848595	327.4931194137468	0.8290287793583928	128
440000	28300.504282877257	65401.64490787726	327.46791602686733	0.8291189044834242	128
441000	28345.479562163353	64360.16706216335	317.87849277164554	0.8271918348587154	128
442000	28410.927331837418	64815.54842558742	321.3201859159296	0.8270930835071537	128
443000	27951.920956143585	64831.303768643585	325.5106023837089	0.8281617512581547	128
444000	28543.54499601666	65003.90437101666	321.81215189046236	0.8289710152854759	128
445000	28214.578601446992	65220.00828894699	326.623137113979	0.8285138708436547	128
446000	28307.307562834292	64914.45990658429	323.1077990526299	0.8271248299533719	128
447000	28225.042084534303	64671.0186470343	321.6852040512144	0.8273212713330274	128
448000	28452.039108945813	64650.67973394581	319.50212874282073	0.8286604797184662	128
449000	28514.06243168417	65216.17961918417	323.94599267564956	0.829912132172068	128
450000	28770.475286722998	65507.295599223	324.2522948494353	0.8292887047845942	128
451000	28137.217230125272	65571.07660512527	330.4046105287109	0.8271471665891639	128
452000	28029.918582247512	64172.55139474751	319.00778378922547	0.8265145817741553	128
453000	28554.80346440227	64825.13940190227	320.1349371734449	0.8255157348919085	128
454000	28545.254174933885	65449.683862433885	325.7316750467339	0.8273008639735091	128
455000	28518.43913611368	65262.57976111368	324.3169065416545	0.8283853330311122	128
456000	29021.108258960827	65756.79966521083	324.2423307197388	0.8288810672634221	128
457000	28766.21983060072	65037.45420560072	320.1428671036532	0.8274800271599	128
458000	28387.4832232584	65261.4871295084	325.4631262363312	0.8290087219542566	128
459000	27603.77946406987	64183.29899531987	322.8639019817879	0.8285830882634705	128
460000	28878.433169124706	65326.085512874706	321.6999950949508	0.8284739482340552	128
461000	28141.419307740754	64820.614620240754	323.74367602146503	0.8290144973952264	128
462000	28348.673540480668	65262.48604048067	325.8144911004747	0.8283217056644558	128
463000	28102.10206218681	64213.33643718681	318.73064996742335	0.8275196852150393	128
464000	28169.404687060334	64880.412499560334	324.0244645067545	0.8277282333064426	128
465000	28923.393816519878	65477.16334776988	322.63662328642584	0.8277467352780074	128
466000	28045.098340152763	64349.07880890276	320.4318958207678	0.8282017808209884	128
467000	28338.37995985878	64954.31745985878	323.1853399788843	0.8292719056209709	128
468000	28172.56580175564	65731.67127050564	331.51007727770843	0.8289442064923351	128
469000	28424.78678739071	65270.07975614071	325.2097132492392	0.8281188736075659	128
470000	28524.147416775755	65302.452104275755	324.6184507573152	0.8278109695721144	128
471000	28630.49344500189	65397.36844500189	324.5175682538824	0.8277094391777179	128
472000	28494.52041604981	65318.20791604981	325.0190156667078	0.8289868579570255	128
473000	27589.12304785085	64452.22851660085	325.36693273510855	0.8285923870412621	128
474000	28694.73220482288	65047.83376732288	320.86545613541847	0.8283613157560773	128
475000	28331.3785395929	64870.0504145929	322.5033659809686	0.8286206997388673	128
476000	28572.639773441595	65400.131960941595	325.05259719724216	0.8313476607350497	128
477000	28294.22977952729	64412.97587327729	318.7969510795564	0.8294300031879632	128
478000	28645.370523749734	65011.729898749734	320.9824743229273	0.829132811716199	128
479000	28552.47162427957	64619.02631177957	318.3362910903677	0.8307058221251101	128
480000	28275.48035948869	64959.91785948869	323.78994544033276	0.8307139940809033	128
481000	28319.563897646556	64538.532647646556	319.6815520332734	0.8274304334386615	128
482000	28545.276293922274	65085.791918922274	322.5196395768744	0.8283220248830162	128
483000	28593.143267442414	65737.55342369241	327.84982836129154	0.828482324116747	128
484000	28231.328416476434	65025.32841647643	324.75698319025884	0.8293659784263229	128
485000	28495.96801712428	64894.05395462428	321.26250429315337	0.8286293780064635	128
486000	27766.32616204099	63789.84178704099	317.95641295543163	0.828770801873917	128
487000	28342.50391448976	65563.40235198976	328.5249412456792	0.8289978381991312	128
488000	28282.793870947906	64707.145433447906	321.4943340788958	0.8296455317357291	128
489000	27685.27778976562	64156.37935226562	321.9069662733879	0.8294259770631602	128
490000	28582.099402394088	65418.45096489409	325.1307932046877	0.8296223545813624	128
491000	27806.842637272435	64456.811387272435	323.48571194399256	0.8321025468135499	128
492000	28060.540836701926	64387.247867951926	320.63248857708095	0.8291807265580616	128
493000	28232.367869067937	65040.85224406794	324.8848274564	0.8270756016541414	128
494000	28215.040147373686	64904.227647373686	323.83187063656453	0.826873539942976	128
495000	27895.85336511809	64667.32992761809	324.558183287732	0.8272899711955457	128
496000	28095.250609388517	65070.82092188852	326.3595876074033	0.8264076021289603	128
497000	28208.946588291088	64637.29033829109	321.5295705513867	0.8279398896487167	128
498000	28291.339012227836	65028.819480977836	324.2581216242406	0.8274407138105172	128
499000	28318.984481658146	64668.421981658146	320.83311581135143	0.8265833181389209	128
500000	28034.45491779258	65039.07991779258	326.616034654749	0.8281825628848161	128
501000	27712.276461224188	64318.49130497419	323.0995243428473	0.828461820171501	128
502000	27690.860224753036	64369.325068503036	323.7372286434261	0.8285985111627393	128
503000	28631.04283190571	65208.30845690571	322.8440082003522	0.8286016527215766	128
504000	28580.898046877468	64799.54257812747	319.67869036280695	0.8283623716425009	128
505000	28715.435175579798	65140.0992380798	321.49709231549	0.8268123552229762	128
506000	28452.99503507506	64575.03800382506	318.82605047562515	0.8295755456303967	128
507000	27499.19719906064	64223.07610531064	324.13806937647803	0.8281420499072244	128
508000	28239.796002758085	64623.448346508085	321.1351082404588	0.8289738254441754	128
509000	28196.442109028285	64602.481171528285	321.3327014144757	0.8281070093104749	128
510000	27898.415969454683	65262.28315695468	329.7868344875252	0.8287779575487595	128
511000	27841.964468134916	64317.90978063492	321.949718940598	0.8282471182590635	128
512000	27660.16219785239	63948.25594785239	320.2916739679102	0.8285217208616268	128
513000	27892.77637220925	64541.06934095925	323.4709209002562	0.8284216624844152	128
514000	27496.45165302261	63520.16259052261	317.958136853303	0.8271788362045743	128
515000	28269.592219985498	64403.0844074855	318.9271053688451	0.8284365400096675	128
516000	28418.009092410677	64807.02471741068	321.18244647600676	0.8269903979956039	128
517000	27843.783533310285	64622.810877060285	324.6248291794393	0.8278880685517066	128
518000	28022.0584871638	64042.0780184138	317.9255551835341	0.8284974783540568	128
519000	27452.732101247064	63946.247726247064	322.1048007931069	0.8291012224482517	128
520000	27475.981580116786	64314.739392616786	325.152031626463	0.8294728609204276	128
521000	28035.259687611077	64682.85343761108	323.46474934587667	0.8299095115437495	128
522000	28677.33667609637	65253.00855109637	322.82994119372177	0.8281542000558942	128
523000	27863.163579128042	64459.68701662804	323.0139845304697	0.82971002835287	128
524000	27877.39037095249	64381.22630845249	322.19589155663033	0.8287104809482051	128
525000	28012.396548407036	63551.744204657036	313.682973566167	0.8284298451700592	128
526000	28420.165466692648	65090.41546669265	323.6647214989561	0.8293032224711059	128
527000	27861.023408750247	64891.01559625025	326.83993451028306	0.829104154409809	128
528000	27849.64534628275	64381.67659628275	322.4447534533419	0.8257734227832025	128
529000	27806.499433472753	64228.14787097275	321.47047533235593	0.8281298285995962	128
530000	28080.015313405893	64807.17156340589	324.1669963827597	0.8275718466727605	128
531000	28217.31644011807	64529.71878386807	320.50623029698147	0.8273771079684458	128
532000	27851.82408925722	64666.83580800722	324.94244012326135	0.8277787745176368	128
533000	28652.055744328478	65156.84090057848	322.2042697002852	0.8272106020486496	128
534000	27925.05372715107	65009.71778965107	327.3224880024382	0.8279954189032417	128
535000	28048.533148347167	64358.51752334717	320.48488844133385	0.8297744023887362	128
536000	28431.85883620038	64388.30414870038	317.36442642640174	0.8276916153579397	128
537000	28000.348233123193	64030.09823312319	318.01143977548594	0.8282374721919938	128
538000	28410.24108725658	65370.86608725658	326.2276749422858	0.8295149885325146	128
539000	27762.072055351862	63910.67361785186	319.0604661081747	0.8289921176700299	128
540000	28459.706320198893	65302.20241394889	325.1850270317211	0.8281891799129372	128
541000	27881.177124689333	64870.64587468933	326.48226017993034	0.8287899956190139	128
542000	28186.352939331962	64758.79825183196	322.8014624008867	0.8286283419183763	128
543000	28670.178310894815	64636.998623394815	317.4559998813291	0.8290427011896706	128
544000	27856.189776607556	64287.346026607556	321.5543946807345	0.8290745792620127	128
545000	27868.529515472183	64192.40060922218	320.60745757998853	0.8284747635239362	128
546000	28267.694226100284	64808.959851100284	322.52625934470046	0.8285555268890641	128
547000	28214.388914009032	64752.95532025903	322.5024350761181	0.8275952443760938	128
548000	27819.26707601786	64298.25926351786	321.97661174739153	0.8285488707322701	128
549000	27946.65298118221	65359.22329368221	330.2167056607311	0.8289672289361585	128
550000	27628.751167153183	64325.80194840318	323.90127476486606	0.8292335035931186	128
551000	28123.332315645355	65131.297159395355	326.64551330834945	0.8265235013175402	128
552000	28083.198444553942	64981.46406955394	325.6772688299134	0.8283363571018626	128
553000	28748.29677744041	65620.36318369041	325.4460251694472	0.8286437178315776	128
554000	28318.507446910837	64969.93713441084	323.49860670007047	0.8294697451728007	128
555000	28559.650355122343	64590.68941762234	318.02281750143703	0.8282555424010536	128
556000	28530.69514809316	64903.81233559316	321.0421211892769	0.8284864489512438	128
557000	27929.398260546615	64128.964666796615	319.5103000187311	0.829226534086633	128
558000	28682.500930720824	65247.563430720824	322.7362990613487	0.8287769612999863	128
559000	28124.443249951117	65112.27918745112	326.4678483937256	0.827802936439247	128
560000	28565.384499049163	65141.18528029916	322.8310789663169	0.8280395665721367	128
561000	28395.836941286863	65174.48147253686	324.62145033961144	0.8283806638464546	128
562000	28137.925898515212	64512.67589851521	321.0565329754816	0.8297376393821735	128
563000	27829.368432633986	64733.462182633986	325.72870994239514	0.8301200177542679	128
564000	27910.284982312238	65165.01154481224	328.82352035700126	0.829251854015226	128
565000	28096.69232584373	64964.31341959373	325.4067892538947	0.8263676905045017	128
566000	28438.1145323377	65602.8645323377	328.0293550856165	0.8286330409957823	128
567000	28211.29921742383	65121.27577992383	325.78063374628096	0.8286127053852872	128
568000	28253.040765665355	65111.689203165355	325.32759338568377	0.8296694948938055	128
569000	29001.155060993333	65507.17068599333	322.21513025687483	0.8287105747282169	128
570000	28122.372279356234	64660.770716856234	322.50095252394874	0.8299190645172934	128
571000	28367.248056796845	64483.142588046845	318.7717821706343	0.828936092562732	128
572000	28611.784847639035	65234.550472639035	323.2456074484676	0.8281217033523246	128
573000	28338.653246122238	64087.96965237224	315.53623273380924	0.8282804841330185	128
574000	28410.732322190946	65466.57216594095	327.06807515458075	0.8284846663218178	128
575000	28610.616656046244	65082.343218546244	321.91248274657636	0.8285194557615437	128
576000	28296.31060106127	65293.42778856127	326.5497680205733	0.8293255667466284	128
577000	27937.83390447602	64627.36515447602	323.83490469681817	0.831024527705655	128
578000	28382.073471068637	64934.57347106864	322.625417950262	0.8289613030868834	128
579000	28712.09570786124	64857.25195786124	319.0300565497236	0.8274070178923916	128
580000	27857.342087366153	64507.78739986615	323.48991825479874	0.828090417825327	128
581000	28654.93409707764	65065.13722207764	321.36945491709344	0.8286159868875244	128
582000	27532.17451588303	63960.60810963303	321.5303635444075	0.8285821970414293	128
583000	28508.35060920089	65195.06935920089	323.8100805674704	0.8270910223266073	128
584000	28263.90268376452	64712.48080876452	321.7081663708611	0.8255274284875261	128
585000	28384.441933641618	65712.25052739162	329.4685684625121	0.828289599411801	128
586000	27987.48339932051	64421.70214932051	321.5814253993576	0.8286367743082009	128
587000	28150.299600351078	64845.65116285108	323.88627685338514	0.8286586379939282	128
588000	28024.663358911464	64503.702421411464	321.9770254828806	0.8288051853105368	128
589000	28412.596754384285	64667.795973134285	320.0013350884133	0.8269474154502189	128
590000	27833.1029917876	64978.1811167876	327.8557240920117	0.8271166988538879	128
591000	27935.661329178372	64845.00117292837	325.77501383922026	0.8276662887171985	128
592000	28268.156919231755	65200.211606731755	325.97550316166115	0.8264769584537425	128
593000	28896.942318379588	65151.69622462959	319.9974046012666	0.8250890075905198	128
594000	28086.742816853453	64330.02406685345	319.8961428403021	0.8275451420715926	128
595000	27398.63830327918	63804.41174077918	321.3303569133707	0.8288893012157268	128
596000	27758.09467748733	64597.39936498733	325.15685854050287	0.8294863060099726	128
597000	28667.535333556763	65204.07439605676	322.4845410162132	0.8272699563642147	128
598000	28375.761404577293	64896.51921707729	322.3452500682062	0.8272005340226724	128
599000	27734.490510383737	63688.86551038374	317.34615310896515	0.829671015903298	128
600000	28307.350157431385	65440.803282431385	327.7531176907075	0.8298943418384579	128
601000	28126.64901572751	64412.53964072751	320.27222839992106	0.8306175897375273	128
602000	28182.407595731434	64940.118533231434	324.4366829657575	0.8294593569930424	128
603000	28287.04594289133	64444.35844289133	319.13735195323795	0.8301276768113973	128
604000	27686.88205335784	64299.83908460784	323.15903329736716	0.829582025334365	128
605000	28241.717132440186	65197.115569940186	326.1815434352478	0.8285524469983269	128
606000	28330.342121038935	64526.678058538935	319.48178674793854	0.8293262479676025	128
607000	27959.542905408016	65161.941342908016	328.36165363930263	0.8270857171322981	128
608000	28352.498087148648	64988.11527464865	323.359039928404	0.8267734635967677	128
609000	28721.11154848733	65049.75998598733	320.6496241219224	0.8305273830280842	128
610000	27874.236752682657	64103.84612768266	319.7754699893059	0.8291697800424515	128
611000	28129.713567330677	64237.79950483068	318.70286073373677	0.8275971564367495	128
612000	28639.802628953126	64972.208878953126	320.68279191696763	0.8293831573082643	128
613000	28075.06763801654	65113.79420051654	326.9170272230909	0.8285818475611654	128
614000	27976.724441401486	64255.474441401486	320.20920269374363	0.8274450620746925	128
615000	28230.180093074043	64906.49259307404	323.71823128888354	0.8282608612772566	128
616000	27963.023479061376	64475.285197811376	322.2702605108014	0.8291636821438808	128
617000	28487.947073785122	65074.04082378512	322.9219283841383	0.8287382926892726	128
618000	28247.902723388746	64755.10584838875	322.2256115559328	0.8297881227524891	128
619000	27994.935632818786	64491.525476568786	322.1319349456023	0.82911725152824	128
620000	27933.638855269994	64627.373230269994	323.8720029790101	0.8284393801831281	128
621000	28107.26873419044	64929.89373419044	325.0096376622875	0.8288768543130268	128
622000	28278.758628429205	64883.688315929205	323.08818109485367	0.82969784409557	128
623000	28193.95947649621	64763.68994524621	322.77750022047456	0.8295158357794195	128
624000	28067.15338858962	64635.22370108962	322.76284708856787	0.8296416665644075	128
625000	28763.84038077289	65016.79350577289	319.9815102628925	0.8290689242636614	128
626000	27960.78156014101	64494.89093514101	322.4630957266933	0.8276647334529363	128
627000	28251.937528561044	64940.500028561044	323.82635416337615	0.8274428412925401	128
628000	28488.625632829324	65097.360007829324	323.12176262538804	0.8274210816024521	128
629000	28040.08872379863	64345.79966129863	320.4471695559082	0.8279893451840272	128
630000	28387.16999517032	65352.81843267032	326.2720135955375	0.8284875945872038	128
631000	26973.30527133291	63061.18027133291	318.5244717820069	0.8280593463794502	128
632000	27307.135225285718	64174.26803778572	325.4024795092163	0.8280520932357947	128
633000	28836.391680778645	65456.633868278645	323.22333468796944	0.8291861163717547	128
634000	27763.65589061659	64229.49964061659	321.86055894269055	0.830616263942686	128
635000	27976.73826735327	65001.10545485327	326.7902862515875	0.8301311592127362	128
636000	27799.251295675407	64025.21613942541	319.74330205502605	0.830295231221498	128
637000	27709.236854673072	64144.88919842307	321.5940788097335	0.8308973459742189	128
638000	28145.831021868566	64541.248990618566	321.23895584823043	0.8290658894544402	128
639000	28199.446072476392	65052.04763497639	325.27422150758605	0.828591502465997	128
640000	28171.955395835044	64806.658520835044	323.35097208636597	0.8268415704623675	128
641000	27857.216226445802	64397.0951326958	322.51401966981376	0.8287910879999294	128
642000	28012.153338837612	64926.69240133761	325.82090400055625	0.8279922863455417	128
643000	28642.384496107057	65356.73605860706	324.0539776383124	0.8277941602287626	128
644000	28298.652902767062	64916.68415276706	323.20382016406546	0.8275787989471299	128
645000	28037.964867592556	64799.28127384256	324.4685061204631	0.828805760193182	128
646000	28086.676921762584	64428.438640512584	320.76536662500644	0.8285633169967875	128
647000	28242.67147802672	64924.32772802672	323.7653971346444	0.8267786679807165	128
648000	28127.71905689937	64400.74640064937	320.1586924861124	0.8267456954173137	128
649000	28251.19778469007	65059.40481594007	324.88237952142265	0.8269779116668966	128
650000	28133.924897096003	64837.503022096	323.9588874317274	0.8271653471391687	128
651000	28279.373717550247	65066.53387380025	324.6966122868034	0.8277914995511805	128
652000	28149.567015840963	65310.12951584096	327.9923947152542	0.8264330676027074	128
653000	27471.08752304816	63709.97033554816	319.85732066023877	0.8275690665870201	128
654000	28066.386973308225	64753.379160808225	323.8124940244903	0.8278813278974171	128
655000	28282.500023542205	64913.398461042205	323.3173905558316	0.8289286788291141	128
656000	28294.64308624639	64149.61183624639	316.4687580483504	0.8292991451998082	128
657000	28292.638946985244	65186.060821985244	325.6345161627033	0.8290308175447347	128
658000	28632.60553436476	64932.28522186476	320.39393558964014	0.8285287185670166	128
659000	28378.885531948647	64629.78396944865	319.96337485728566	0.8287875383532752	128
660000	28439.517215077416	64997.642215077416	322.6750662089575	0.8280769528369263	128
661000	27956.706033141527	64714.83493939153	324.4403721072023	0.8288177634800157	128
662000	28726.839981429104	64984.570450179104	320.0236768048263	0.8282644456250084	128
663000	28733.799152421532	65331.06868367153	323.0205698203383	0.8281763074138483	128
664000	28394.11760111194	64981.51603861194	322.9334440219191	0.8282752208295322	128
665000	28639.008803343808	64633.75880334381	317.7025172769357	0.8269224469511948	128
666000	28718.757584900944	65380.577897400944	323.5903180668276	0.8267149485763037	128
667000	29096.32293967536	65951.41668967536	325.29621844442477	0.8293276896583269	128
668000	28154.960608691734	64900.866858691734	324.3324905784117	0.8294839289600695	128
669000	28898.740921866673	65235.10810936667	320.7177525657991	0.8279559400665175	128
670000	28386.0252777781	64741.3260590281	320.88486722545014	0.8284465542311934	128
671000	28178.536070598115	64330.676695598115	319.09170313760393	0.8293035088260724	128
672000	28575.273703095852	64726.33620309585	319.08218722135393	0.8286407337953622	128
673000	28413.079026610998	66030.485276611	332.0246607923137	0.8305022614910933	128
674000	28091.606317905593	64931.66881790559	325.1635472642438	0.8302055546339424	128
675000	28281.269052110787	63982.18311461079	315.1090163633252	0.8279096404243731	128
676000	27874.860058415798	64633.1491209158	324.4417857034568	0.8293527176534635	128
677000	28034.825322230463	64518.86829098046	322.02119174634527	0.8293522280901484	128
678000	27967.348037925956	64735.394912925956	324.5279116411107	0.8280437903974308	128
679000	28280.458022115577	64641.92677211558	320.93930792022815	0.8286942343478152	128
680000	28164.786284613714	64326.473784613714	319.1759672655567	0.8283110925898425	128
681000	28731.3482889476	65300.4498514476	322.77194926932873	0.8285131196755957	128
682000	28306.374727674003	64742.323946424	321.596699134498	0.8293472872596863	128
683000	28278.1799185751	65124.4533560751	325.21836721655353	0.8296726332029732	128
684000	28867.957123260712	65802.52743576071	325.99770696624444	0.8290417009277052	128
685000	28587.590051892505	65371.879114392505	324.67127098809414	0.8284515862632231	128
686000	28308.9859647915	65454.2203397915	327.85710321030876	0.8309133210705895	128
687000	28176.145679596753	65009.06755459675	325.10052155806636	0.8297220687908627	128
