nohup: ignoring input
# 2026-01-07 16:54:23.718290

# field.xml config.pdb
#   401 molecules 11120 atoms 12280 bonds
#   box 4.1888 4.2678 10.0 nm
# Langevin integrator 323.0 K
#   barostat (1.0, 1.0, 0.0)
# coordinates and velocities from state-eq.xml
# platform CUDA
#   DeviceIndex 0
#   DeviceName NVIDIA GeForce RTX 2080 SUPER
#   UseBlockingSync false
#   Precision single
#   UseCpuPme false
#   CudaCompiler 
#   TempDirectory /tmp
#   CudaHostCompiler 
#   DisablePmeStream false
#   DeterministicForces false
# PotentielEnergy -37561.46171232349 kJ/mol
#   HarmonicBondForce 9852.431030273438 kJ/mol
#   RBTorsionForce 7030.934463500977 kJ/mol
#   NonbondedForce -72360.01496931202 kJ/mol
#   CMMotionRemover 0.0 kJ/mol
#   HarmonicAngleForce 17915.188232421875 kJ/mol
#   MonteCarloAnisotropicBarostat 0.0 kJ/mol
#"Step"	"Potential Energy (kJ/mole)"	"Total Energy (kJ/mole)"	"Temperature (K)"	"Density (g/mL)"	"Speed (ns/day)"
115000	-36928.37236753733	2008.389351212667	325.6957283201672	0.8120118231897026	132
116000	-37205.87558447031	1219.7962905296881	321.420596759418	0.8133929522284092	132
117000	-37040.03108067509	1827.695481824907	325.1182674707789	0.8132692630882928	132
118000	-37021.63449549182	1715.0530045081832	324.02216032125244	0.8126085881104642	132
119000	-37411.52141769894	1033.8145198010607	321.58508144882114	0.8137405824820738	132
120000	-37312.13961215556	1635.711950344441	325.78849193423457	0.8144111664167892	132
121000	-37010.378217331294	1754.0905326687061	324.2545431402899	0.8137425016367127	132
122000	-37006.10884473087	1454.984905269128	321.7168913886408	0.8132038669553444	132
123000	-37265.322351028124	1518.122961471876	324.4132770737663	0.8130778821798944	132
124000	-37416.42845647856	1476.313731021437	325.3275165671113	0.8128233483260275	132
125000	-37280.81424413908	1387.717005860919	323.45205129052033	0.812459689164985	132
126000	-37227.02228284597	771.5206859040336	317.84777626621565	0.8138768429072083	132
127000	-37400.98496960732	1146.0736241426785	322.4359646027238	0.813340460192873	132
128000	-37143.175993904704	1336.6599435952958	321.8736648371422	0.814070828984014	132
129000	-36622.96130175573	1634.4293232442724	320.012968547363	0.8127642485878036	132
130000	-37732.353964652124	927.661660347876	323.3808203364284	0.8129738005556323	132
131000	-37219.93995093947	1604.7866115605284	324.75858382736425	0.8133822747316695	132
132000	-37582.562519420884	1067.0585743291158	323.29387282778686	0.8129654705250673	132
133000	-37450.26767260741	1687.6229523925867	327.3781185014695	0.8125148378327276	132
134000	-37746.56411827565	626.7015067243483	320.98223231900647	0.8135266368531975	132
135000	-37956.378760694744	606.6368643052556	322.5694409547722	0.8142291444565367	132
136000	-37435.20273320924	1641.6839855407597	326.8678369372247	0.813733017891774	132
137000	-37084.40004559142	1215.681985658579	320.3700708855605	0.8130627435687476	132
138000	-36724.82883826943	1702.40553673057	321.43366665925146	0.8125815068188971	132
139000	-37648.54557263723	668.9622398627689	320.5158329434523	0.8129731628609489	132
140000	-37760.25309062602	1043.0906593739783	324.57972224814444	0.8136798262337283	132
141000	-37203.81321224703	1870.823506502973	326.8490162814647	0.8135813934344418	132
142000	-37224.54316601722	860.277146482782	318.56946346026524	0.8136962657799683	132
143000	-37034.20949941389	1019.3764380861103	318.30819616259606	0.8138271295396264	132
144000	-37071.22597665836	1330.0162108416407	321.21624887552315	0.8140087943536068	132
145000	-37507.311919282525	1541.1177682174748	326.62980138650926	0.8128295563058247	132
146000	-37742.15456091317	1358.2048140868283	327.0641795074717	0.8139005943326618	132
147000	-37508.98649864776	1579.0330326022377	326.96095997353757	0.8130529956672575	132
148000	-37960.97938436756	168.87217813244206	318.94613797346335	0.8131295628504657	132
149000	-37943.968396991186	1263.9964467588143	327.96427083424703	0.8132430290223701	132
150000	-37221.63826425583	1124.924235744169	320.758867730854	0.8132372412114375	132
151000	-37200.5842680925	1251.009481907502	321.6374263976538	0.8124218317536492	132
152000	-37439.28978932918	1292.319585670819	323.97968314679395	0.8133797655126752	132
153000	-37066.083027673536	1244.866191076464	320.4609720389017	0.8139891460946083	131
154000	-36782.894257994325	2218.312773255675	326.2347963387949	0.8136312942373708	132
155000	-37170.36300494676	1271.832307553239	321.55881095015604	0.8127138163778528	131
156000	-37654.710994811554	597.511661438446	319.96973985366407	0.8134119378819021	131
157000	-37702.65129143174	1019.1651148182573	323.8977675495882	0.8133458124386735	131
158000	-37037.45613243223	784.2040238177724	316.3681982555778	0.8127954093097687	131
159000	-37224.236758872124	1188.0679286278755	321.3087837663435	0.8131103911349583	131
160000	-37304.641673119724	1180.9052018802759	321.9214353210332	0.8136518376795697	131
161000	-37788.62993809595	1102.1434994040465	325.3110484933212	0.8138425714958828	131
162000	-37537.325085645425	1155.4522581045749	323.65486346118485	0.8133654167311868	131
163000	-37693.83848057059	846.0443319294136	322.37594108773897	0.8125148532003461	131
164000	-36764.82576354733	1772.4945489526726	322.35450645201223	0.8131806730815568	131
165000	-37398.70001322417	1183.2843617758335	322.72810953874944	0.81284951439345	131
166000	-36596.58987079321	1772.3554417067935	320.9460940459672	0.812719593124955	131
167000	-36820.65740707955	1557.7566554204532	321.0252976389575	0.8136071543581079	131
168000	-37182.414018102805	1471.1797318971949	323.32710304811326	0.8131152374541588	131
169000	-37154.169282647985	1253.4635298520152	321.26970476584165	0.8134799414789701	131
170000	-37303.15791610727	1381.5530213927268	323.58739010329504	0.8133292309684718	131
171000	-37532.24914431649	1356.7821056835091	325.296475555007	0.8132816755990896	131
172000	-37352.022258710436	425.1339912895637	315.99593483357353	0.8138875360644996	131
173000	-37311.57202256034	1749.9357899396564	326.7391964481147	0.8134942331433404	131
174000	-37245.47484277286	1090.0173447271372	320.6662674905345	0.8135006367599938	131
175000	-36962.612250034785	1491.9189999652153	321.66199780934056	0.8137039915938207	131
176000	-37581.60665583669	882.9324066633126	321.7457105177734	0.8139495583429995	131
177000	-37587.27121666858	1270.6858145814185	325.03654792207067	0.8130935060311985	131
178000	-37443.43135947472	1022.3264530252782	321.7559050396434	0.8132419636827743	131
179000	-37305.161129765576	1621.9560577344237	325.6150543634456	0.8130085416574225	131
180000	-37318.03380893504	1072.2747848149593	321.1247922514391	0.8130991896338505	131
181000	-37559.88712393526	741.6050635647407	320.38186647016016	0.8141993502898717	131
182000	-37841.73468857401	458.27312392598833	320.3694500653184	0.813212895923787	131
183000	-37702.62026489506	231.0477038549434	317.30511402513366	0.8124571382693797	131
184000	-37736.65565315535	1211.8716905946494	325.79414466591254	0.8132040670216376	131
185000	-37549.396138153636	1313.3147993463645	325.07631309231374	0.8136814689959814	131
186000	-38096.80393542246	600.1257520775398	323.68959671999204	0.8134884052820597	131
187000	-36790.46241859051	1510.3891439094878	320.37650781122846	0.8122258164855487	131
188000	-37220.164352882115	1577.077834617885	324.52868428929503	0.8134377482322834	131
189000	-37302.51304976479	1815.9244502352085	327.2153982485439	0.813502503870688	131
190000	-37275.5417136311	1748.0090676188993	326.4216959064123	0.8137483260915462	131
191000	-37303.652493265094	1630.3865692349063	325.6729540197075	0.8125353576689797	131
192000	-36760.55853761427	1784.8398998857301	322.42207783415085	0.8120952112898011	131
193000	-37346.889764224805	1448.2039857751952	324.5107131770242	0.8134186875336351	131
194000	-36748.82814932079	1897.0234131792095	323.2623416944389	0.8125907819252985	131
195000	-37158.47097752958	1472.1383974704222	323.13484482156423	0.8128337207502319	131
196000	-37366.08654095455	1007.2767402954487	320.9830491877461	0.8131325806344557	131
197000	-37975.95101137296	361.14273862703703	320.6796641378637	0.8123625711560644	131
198000	-36559.03787543069	2279.9152495693124	324.87758526534714	0.8129751743973885	131
199000	-37618.48086166734	738.9332008326601	320.84963818519685	0.813665881539161	131
200000	-37007.87883542705	1626.812570822949	323.16898993487894	0.813420924111692	131
201000	-38084.907615017204	705.0767599827959	324.467974604569	0.812603785679804	131
202000	-37373.99364759654	1592.600102403463	325.945265382736	0.8124959661532768	131
203000	-37705.56630330348	1125.4571341965202	324.8112555236927	0.8131587302750133	131
204000	-37683.678043970634	807.6266435293655	321.9695979019192	0.8132024269071182	131
205000	-37980.58566724078	714.3830827592174	323.6731939957012	0.8129425065933921	131
206000	-36689.902998315854	2267.6438766841457	325.8695906627007	0.8136603585380732	131
207000	-37274.96871177104	1013.5391007289581	320.2732556025448	0.8130759965628301	131
208000	-37677.83836193563	1223.5561693143682	325.3998911374386	0.8133606604305729	131
209000	-36904.32683848863	2194.7981615113677	327.0538542866033	0.8133949372855408	131
210000	-37319.29207379777	1488.5907387022307	324.6176903071604	0.8128792511707584	131
211000	-37509.231799638466	1037.8072628615337	322.43580122897583	0.8134168135565335	131
212000	-37400.19757515626	1339.2985185937432	324.0456534662029	0.813095545653058	131
213000	-37648.46358459866	1617.4270404013369	328.44880469582	0.8133973206690017	131
214000	-37019.0272065523	1782.9571684476978	324.5683514352894	0.8131108823857873	131
215000	-36866.40960373655	947.6763337634475	316.3048419161355	0.8122853955159278	131
216000	-36617.30330968603	2193.317784063969	324.64059530661837	0.8127815818590354	131
217000	-37924.72427564039	584.6390056096134	322.1206532692435	0.8137419875327344	131
218000	-37151.71606087721	1353.58862662279	322.08670420442627	0.8129063699128954	131
219000	-37106.01450634198	1833.4073686580232	325.7179798246335	0.8130647747981142	131
220000	-37062.20083336918	1610.4866666308226	323.48681722407713	0.8136893454578454	131
221000	-37539.969209403745	377.2534468462545	317.1675533293873	0.8134140886700967	131
222000	-37846.511207711825	815.0903547881753	323.3940862847593	0.8133812913144438	131
223000	-36894.8547865804	1279.8483384196006	319.3213094481805	0.8134102840394055	131
224000	-37375.36771518536	1470.8119723146374	324.9380335520765	0.8135156182763174	131
225000	-38069.79232230177	1422.3522089482285	330.34135886644304	0.8137764734737072	131
226000	-37705.45667260303	995.1409836469684	323.72027830985087	0.813870022002179	131
227000	-37191.19451761972	1634.4929823802813	324.76662181576177	0.813684177782432	131
228000	-36946.971968915605	1456.8209998343955	321.2375854870011	0.812271394798754	131
229000	-36997.0656270655	957.0828104344982	317.4764277371997	0.8134748171307699	131
230000	-37244.967326512226	1372.7084547377744	323.02665872569344	0.8125080620674232	131
231000	-37492.12710287844	1383.6932096215605	325.1859695519158	0.8135483306616808	131
232000	-37554.88312538958	997.4840621104231	322.4803695874077	0.8128979709273683	131
233000	-37728.47842820834	1317.724696791658	326.6111767792467	0.8126113107944805	131
234000	-37265.04646380464	1507.3207236953604	324.32061148394763	0.8134066705428517	131
235000	-37704.0838679493	849.5294133006973	322.4907928325248	0.8132914272290032	131
236000	-37277.79619872078	1405.4264575292182	323.57494102370373	0.813922689740065	131
237000	-37282.5970828143	1415.6138546856964	323.70031403785543	0.8132333486693418	131
238000	-36913.426757979236	1781.0654295207642	323.669207676252	0.8143076635790593	131
239000	-37564.47265568856	1372.867188061442	325.70056418310554	0.8134870952134827	131
240000	-37239.110355661745	1553.9169880882546	324.4934282344945	0.8137948960204964	131
241000	-37841.93852840422	1501.2958465957781	329.0957647375723	0.8132787304781374	131
242000	-36780.16134132598	1966.7722524240235	324.1078661894098	0.8130179436685782	131
243000	-36778.230277779236	1850.4181597207644	323.1184420972733	0.8124964378752173	131
244000	-37330.52158106756	1128.9706064324419	321.70349474131154	0.8134194830647692	131
245000	-36933.385706438465	2133.2549185615353	326.78213106906736	0.8133818240350633	131
246000	-37340.71875278163	989.3281222183723	320.6207188896152	0.8130877824289241	131
247000	-37026.30920360984	1728.5306401401613	324.1739998825667	0.8133031997991287	131
248000	-37550.67668165371	926.7881620962871	321.853831264145	0.8134071131547228	131
249000	-36425.27996496331	1856.8762850366911	320.2201264597221	0.8135302659772693	131
250000	-37443.07599377309	1310.9279124769091	324.16700748615585	0.8138905058300194	131
251000	-36897.55930999544	1121.0656900045578	318.01575715382415	0.8133137513215655	131
252000	-37573.73111706984	309.91341418016236	316.886681181968	0.8131572735021895	131
253000	-37580.53421611656	1519.1103151334391	327.05820002829796	0.8138125583902611	131
254000	-36898.457799334734	1535.5187631652661	321.49006327703245	0.8131501902909039	131
255000	-37466.57985163474	1558.9553046152578	326.4382946792007	0.8125558735708693	131
256000	-37667.04699361288	829.0936313871207	322.0100492419035	0.8136219721190642	131
257000	-37789.1964637216	681.0183800283994	321.7931869289181	0.8132180633952358	131
258000	-37732.282104100275	674.6788333997247	321.26408470891334	0.8144576069669286	131
259000	-36812.53157034212	1422.917648407878	319.82943447895275	0.8128021362679835	131
260000	-37109.902181068435	1484.2931314315647	322.8302508059473	0.8131307645646549	131
261000	-37339.28143497932	1455.9529400206811	324.5118894680092	0.8135643732660881	131
262000	-37877.73588052731	805.3617757226893	323.57389543171706	0.8134542234781816	131
263000	-37339.69639275667	1565.2801697433315	325.42985388280664	0.8132766390550934	131
264000	-37898.083075419665	741.342705830335	323.20859173137404	0.8127124950235495	131
265000	-37698.90727995457	1696.6395950454316	329.5333449839939	0.8133522396192957	131
266000	-37162.58056501734	1712.0053724826575	325.1756443310474	0.8131104375150447	131
267000	-37902.083484255505	598.080578244495	322.04370423397444	0.8134418517619716	131
268000	-38081.133578753754	313.2648587462463	321.15900271425295	0.8135266789960331	131
269000	-37602.0570520044	1363.1499792456016	325.93366584663386	0.8132078362018479	131
270000	-37350.09830407993	1501.5696646700671	324.9839415752413	0.8123134918538559	131
271000	-37497.78222570919	1418.4599617908098	325.52408786060533	0.8127984347708775	131
272000	-37448.54395199267	1546.706048007327	326.1849673456802	0.8130930387082138	131
273000	-37629.58648134838	1285.8900811516214	325.51768360968697	0.8126390699901482	131
274000	-37459.561709058326	882.7586034416745	320.7233829528064	0.8140387532020751	131
275000	-37935.45651003173	646.2583337182732	322.7258549810282	0.8124741522040814	131
276000	-37851.397009741835	912.3334590081649	324.24836761261867	0.8122889757422027	131
277000	-37775.663593018326	1203.2700007316744	326.0484849166701	0.8134762071194956	131
278000	-36900.631370915	1733.1303478350019	323.1612133444781	0.813334057075676	131
279000	-37752.81000757679	1203.256398673213	325.8572069326086	0.813770061903591	131
280000	-37354.52919643582	1040.6426785641816	321.16547231467047	0.8129762305974408	131
281000	-37543.08777951721	926.0762829827872	321.7843974212802	0.8134874119344456	131
282000	-37750.91753164037	89.38715585962927	316.5241548353396	0.81306243430363	131
283000	-37813.12896333424	1120.9725991657615	325.67347681570084	0.8128624201569243	131
284000	-37362.74747646152	846.6743985384819	319.6117226224782	0.8138267395015499	131
285000	-37317.576462473255	1368.9157250267453	323.60228978910504	0.8138590670990115	131
286000	-37776.16992197426	777.5097655257414	322.4913483032677	0.8129897564091157	131
287000	-37214.82220241368	1403.6387350863224	323.0332263503597	0.8138868807904577	131
288000	-37590.89563724265	1464.3738940073526	326.6870148730299	0.8146680210205849	131
289000	-37336.71895284347	1597.5544846565317	325.6749145046825	0.813469218307325	131
290000	-37464.70901700051	1125.6581704994896	322.7982295513555	0.8132945186968173	131
291000	-37205.083202625785	818.1433598742151	318.05424800883344	0.8133055595367191	131
292000	-37810.06511025454	192.809889745462	317.8840125635037	0.8134549976488691	131
293000	-37474.872683864334	1038.3187223856658	322.1526745238353	0.8134197343628435	131
294000	-37371.75013446972	1515.546740530277	325.281967966192	0.8127049967470945	131
295000	-37492.331179456654	589.0672580433456	318.5408403796302	0.8134280139286327	131
296000	-36727.644282964306	1815.8166545356944	322.40587115835746	0.813292976514221	131
297000	-37384.195297450744	1019.914077549256	321.2402321417174	0.8137121702836833	131
298000	-37098.3777654906	1409.9347345093993	322.11186376160555	0.8132602283914406	131
299000	-37123.07542155546	1664.8777034445375	324.4509837347856	0.8134601629884636	131
300000	-37231.412447346345	847.2086464036547	318.51760863267634	0.8133074891610133	131
301000	-36979.335265736416	1386.0709842635843	320.91649072284457	0.8132261856188822	131
302000	-37295.542397453435	1345.2115087965649	323.21970114623247	0.8127489737707457	131
303000	-37389.62408409256	1765.8602909074398	327.52528557359335	0.8128750656376007	131
304000	-37407.44881370994	2016.0941550400603	329.7675249142585	0.8130232836141045	131
305000	-36548.83346257123	2334.1743499287695	325.2460910911493	0.8135500403304816	131
306000	-37672.97674225368	571.6248202463175	319.90599141722674	0.8135704077157481	131
307000	-38084.66101268935	556.5108623106498	323.2231973444379	0.8130546889247336	131
308000	-37638.12390653051	1206.0674997194874	324.9214021045386	0.8134901408789286	131
309000	-37394.23271103756	1441.4157264624373	324.84994242719955	0.8132547143190377	131
310000	-37262.7480032819	1319.8340279680997	322.7331087754357	0.8130514317553625	131
311000	-37307.14302882731	1393.4350961726886	323.72011493610296	0.8131498847355441	131
312000	-37073.0387396452	1626.3206353548012	323.70992041423295	0.8131948125800126	131
313000	-37560.536802785165	771.1663222148345	320.63457298343855	0.8126960631156108	131
314000	-37962.06735998427	819.5302962657297	324.3978219172133	0.8130003835342264	131
315000	-37165.82730100783	998.7234802421735	319.2363877740131	0.8131648175718657	131
316000	-37275.35090591649	1398.4459690835065	323.49609685295883	0.813746849380399	131
317000	-37681.61449657318	836.1823784268199	322.1911980535941	0.8125122090307964	131
318000	-37698.770467198774	1024.092814051226	323.90652438247656	0.8137270969928223	131
319000	-37776.34988973355	566.4118290164479	320.72707519950933	0.8139638913883103	131
320000	-37659.6055679587	639.5780257912993	320.3625556931563	0.8143424382118692	131
321000	-37114.62015272997	1935.7548472700291	326.64607341180186	0.8140412414148747	131
322000	-37776.887535153175	984.2843398468249	324.2269656516415	0.8130839759879004	131
323000	-37734.36261983967	1140.7701926603331	325.18021879598905	0.8131417727302626	131
324000	-37696.251261075406	1425.3346764245944	327.24173409670817	0.8129448078801683	131
325000	-37016.60734943581	1910.5840568141866	325.6156751836877	0.8134873847698213	131
326000	-37290.45281131953	1889.5550011804735	327.73041765147826	0.8127666996954924	131
327000	-37484.08331980769	1440.580742692313	325.59453462070724	0.8123119401805129	131
328000	-37938.24301565677	298.2999530932284	319.8385834088361	0.8126667858356641	131
