nohup: ignoring input
# 2026-01-08 15:35:00.687020

# field.xml config.pdb
#   601 molecules 9504 atoms 9716 bonds
# Box vectors (nm):
#     x      y      z
#     4.02   0.00   0.00
#    -2.01   3.48   0.00
#     0.00   0.00  15.00
# Langevin integrator 323.0 K
#   barostat (1.0, 1.0, 0.0)
# coordinates and velocities from state-eq.xml
# platform OpenCL
#   DeviceIndex 0
#   DeviceName NVIDIA GeForce RTX 2080 SUPER
#   OpenCLPlatformIndex 0
#   OpenCLPlatformName NVIDIA CUDA
#   Precision single
#   UseCpuPme false
#   DisablePmeStream false
# PotentielEnergy -11788.895705367671 kJ/mol
#   HarmonicBondForce 8630.026803016663 kJ/mol
#   RBTorsionForce 2631.858377456665 kJ/mol
#   NonbondedForce -14853.933464393253 kJ/mol
#   LennardJones -25932.26074866486 kJ/mol
#   CMMotionRemover 0.0 kJ/mol
#   HarmonicAngleForce 17380.238563537598 kJ/mol
#   LennardJones14 355.1757469177246 kJ/mol
#   MonteCarloAnisotropicBarostat 0.0 kJ/mol
#"Step"	"Potential Energy (kJ/mole)"	"Total Energy (kJ/mole)"	"Temperature (K)"	"Density (g/mL)"	"Speed (ns/day)"
113000	-12634.704522987478	21195.43610201252	326.11955952353225	0.7401421788683931	145
114000	-12767.488920424075	20738.839204575925	322.9980357013647	0.7401927658728078	145
115000	-12013.145298789546	21369.741419960454	321.80807147746594	0.739606167201646	145
116000	-12061.362026999414	21786.044223000586	326.2859986194353	0.7392827635945969	145
117000	-11922.437972870015	21682.952652129985	323.9529894280846	0.7382733468315036	145
118000	-13103.912808784167	20105.977816215833	320.1404044547829	0.7391312934216914	145
119000	-12405.495545885526	20588.766172864474	318.0617608952931	0.7406156423875697	145
120000	-12275.30309864023	20989.26330760977	320.66747414377727	0.7406772293837616	145
121000	-12017.625031280972	21142.96481246903	319.665149289762	0.7405511899867625	145
122000	-12260.115075949521	21733.65836155048	327.69696534420626	0.7398635680656664	145
123000	-12115.546041787893	21304.196145712107	322.1633549321821	0.7394110317743677	145
124000	-12180.9247536388	21151.1299338612	321.3180551980572	0.7399987210753243	145
125000	-12329.721656366542	21783.282249883458	328.8463365035387	0.7388825112557204	145
126000	-12217.562676113914	21152.515448886086	321.6845977680845	0.7392496511942966	145
127000	-12965.493657414045	20068.889155085955	318.4485246857954	0.741143091603658	145
128000	-12419.031776907912	20887.112754342088	321.06828358649045	0.7411317724118202	145
129000	-12484.88256288314	21114.74243711686	323.8974093137061	0.7422600287260819	145
130000	-12069.034863226523	21846.590136773477	326.94362132777263	0.7400788866543219	145
131000	-12429.790050621494	20992.874011878506	322.19152154841186	0.7398178670447424	145
132000	-12228.269731736393	21381.562299513607	323.99580419098993	0.7394013100656193	145
133000	-12734.733877695864	20842.809091054136	323.6845404881088	0.7407316808497982	145
134000	-11963.566338036326	21611.043036963674	323.65626090416686	0.7390775712815526	145
135000	-12274.865352931141	20912.22058456886	319.9205692869363	0.7393792639368375	145
136000	-11866.045810890151	21847.21590785985	324.9928572184382	0.738241439853179	145
137000	-12197.039917330025	21480.413207669975	324.6476655460076	0.7391394073712387	145
138000	-12309.142735766713	20511.677576733287	316.3898010995483	0.7416156446182911	145
139000	-12305.520395285741	21430.94054221426	325.21649563259393	0.738922047144461	145
140000	-12371.217146354553	21603.532853645447	327.5135810914805	0.7404107063176937	145
141000	-12180.676033318625	21269.128654181375	322.4531547697545	0.7396070726200318	145
142000	-12600.154707693495	20989.341386056505	323.79976755450326	0.7397870354347732	144
143000	-12296.095519090944	20910.900574659056	320.1125014298815	0.7394712624912559	144
144000	-12005.377305806964	21696.357069193036	324.8817346455853	0.7406374857355196	144
145000	-12360.424992224958	21162.93438277504	323.16221544302476	0.7409559658941616	144
146000	-12413.610667658737	20947.041676091263	321.5937340716107	0.7405260101241365	144
147000	-12390.221732655365	21198.004829844635	323.7875293856868	0.7415430267631625	144
148000	-12214.623448233702	20999.982020516298	320.1858551309718	0.7405880243893822	144
149000	-12293.443014903169	21347.20151634683	324.29283396214004	0.7404040167047652	144
150000	-11855.856131548295	21884.882149701705	325.25772884752917	0.7429935574337979	144
151000	-12670.850309424859	21093.79812807514	325.4882206362221	0.740011517816141	144
152000	-12328.98386412923	21276.75832337077	323.9563784594491	0.7405934354983208	144
153000	-12422.142223166651	21288.49449558335	324.9675524509163	0.7410667764073542	144
154000	-12368.40747827827	21236.78392797173	323.95106897697804	0.7413537278616225	144
155000	-12227.955013703904	21104.748111296096	321.32430607812955	0.7402992164503251	144
156000	-12088.95722674852	20991.94121075148	318.8969311912284	0.7397750049183741	144
157000	-12200.571804385807	21044.158664364193	320.476257463009	0.7385945226920262	144
158000	-12292.2510282023	21165.1083467977	322.5259812881881	0.7402154805336284	144
159000	-11927.196496723685	21393.826940776315	321.2117149250187	0.7387825847160036	144
160000	-12322.427357354667	21130.037486395333	322.47879844041285	0.7390180909953941	144
161000	-11763.55475938099	21762.91399061901	323.1921895426489	0.7398720132392819	144
162000	-12052.231759218674	21336.979178281326	321.86903638612364	0.7412340728510419	144
163000	-12468.856164694123	21690.589147805877	329.29402754679467	0.7411826886782968	144
164000	-12492.573993355792	21318.715069144208	325.9378321305847	0.7401488710527341	144
165000	-12008.8681241874	22201.5771883126	329.78566303007756	0.7400600916974029	144
166000	-11903.327665786783	21414.484834213217	321.1807617718892	0.739997021642217	144
167000	-12176.50077544729	21013.19453705271	319.945723430842	0.7390236453471476	144
168000	-12401.688300208945	20755.245293541055	319.62990336357075	0.7411182534820051	144
169000	-12135.933501807041	21635.32821694296	325.5519720817795	0.7400261731107662	144
170000	-12269.816081323253	21183.933918676747	322.49118723284545	0.7392407017152919	144
171000	-12306.516393628204	20721.690637621796	318.38899070149165	0.7386551854898559	144
172000	-12263.43571422901	21130.32600452099	321.9129055143424	0.7391512191513733	144
173000	-12051.43358571286	21494.65625803714	323.38133514869446	0.7394156174051064	144
174000	-11848.99954433355	21134.06295566645	317.9538014183804	0.739566200129884	144
175000	-12525.40617779491	21168.10163470509	324.80243131165497	0.7412588875824423	144
176000	-12456.305531852064	20990.960093147936	322.42867843212167	0.7397072725112159	144
177000	-12203.91257882549	20834.51710867451	318.4875362023917	0.7406183589651469	144
178000	-12352.969713758619	20748.89747374138	319.09906808417134	0.7417273245938227	144
179000	-12376.442392308905	21629.534170191095	327.81460238845995	0.740328774900439	144
180000	-12872.68507803249	20369.13914071751	320.4482414703955	0.738986863987526	144
181000	-12543.723839420069	21925.57303557993	332.2809691678858	0.7420036703522508	144
182000	-11895.825198120845	21709.166989379155	323.9491485258714	0.7412828838436073	144
183000	-12173.757698535745	21384.500113964255	323.49863328981166	0.7404706839930713	144
184000	-11893.258754562761	21381.33890168724	320.7641745053789	0.7398603576669934	144
185000	-12491.58096214896	20703.69247535104	319.99949606182605	0.7400340083967462	144
186000	-11996.660812527756	22043.620437472244	328.14529653783114	0.7409058684425417	144
187000	-11800.43769731716	21734.52324018284	323.27405347805467	0.7392860376914205	144
188000	-12179.306114011037	21762.264198488963	327.19373184247587	0.739876651731391	144
189000	-11981.075839966128	21513.416347533872	322.88393831209186	0.7398211873848873	144
190000	-11994.125185922137	21341.613095327863	321.3535647155768	0.7395467284676006	144
191000	-12371.697721330449	21188.42727866955	323.5166328119478	0.7389879726158441	144
192000	-12299.849096439488	21639.557153560512	327.1728704716319	0.7389455113913582	144
193000	-12201.585873204109	21370.15631429589	323.6286214705938	0.7401906089487502	144
194000	-12030.956824639114	21542.621300360886	323.6463197454976	0.7393439760429217	144
195000	-12398.508468419197	20728.386062830803	319.34032946142264	0.7381909115061627	144
196000	-12338.969296227151	21125.10882877285	322.59074944315483	0.7390141828816131	144
197000	-12394.954203572124	21507.358296427876	326.81529000676863	0.7404885923870218	144
198000	-12639.501711315941	21305.57250743406	327.2275091884091	0.7405583619864761	144
199000	-12203.47554444935	21157.46195555065	321.5964829526063	0.7403468890810031	144
200000	-11495.55953216413	21572.69046783587	318.77500137391297	0.741028002893178	144
201000	-12349.22027406079	21149.94378843921	322.92897477333617	0.7394190732517983	144
202000	-12165.628679283836	21998.957258216164	329.3435827165251	0.7403745472938713	144
203000	-12154.15430196037	21581.84179178963	325.2120145800119	0.740499281699927	144
204000	-12213.426803658658	21531.291946341342	325.2961002137566	0.7406955487397555	144
205000	-11911.11344408337	21755.08968091663	324.5392165423423	0.7415990388561948	144
206000	-11896.838143796485	21352.318106203515	320.51892160229824	0.7404497629250878	144
207000	-11966.140771791572	21790.26547820843	325.40876667867565	0.741657710280342	144
208000	-12016.869483117247	21622.575829382753	324.28127359959655	0.7416058517953196	144
209000	-12628.479721139243	20730.340591360757	321.576073452611	0.7419658509142298	144
210000	-12181.841854296508	21541.37298945349	325.08880446195883	0.7411732492498445	144
211000	-11765.238059454598	22032.191628045402	325.8042289830136	0.7399708406018287	144
212000	-12183.805581610417	21230.495199639583	322.1109002578398	0.7394508036849867	144
213000	-12468.836241104174	21160.460633895826	324.1834435608734	0.7398855536647463	144
214000	-12567.806029264058	20847.56115823594	322.12118031964553	0.7385958971670399	144
215000	-12336.034058869525	21692.497191130475	328.03202757844736	0.7377322105658247	144
216000	-12076.064062008634	21748.451562991366	326.0653350216995	0.7387892993987761	144
217000	-12114.816832908138	21043.808167091862	319.6462083700246	0.7396721009072899	144
218000	-12715.404275196895	20775.181662303105	322.84628240804136	0.7399389697163953	144
219000	-12229.38050162344	21229.02574837656	322.5360730704736	0.7391259397910208	144
220000	-12068.556911842781	21891.16183815722	327.3686811726943	0.7393923894164014	144
221000	-12476.215595695889	21367.58518555411	326.2512422199967	0.7403421482408666	144
222000	-12134.449868022464	21365.995444477536	322.94132590986476	0.7396320310516786	144
223000	-12344.089981087891	21383.17564391211	325.12785363445914	0.7392629226974802	144
224000	-12134.774772319826	21431.545540180174	323.5763550757718	0.739130855431001	144
225000	-12408.739188783278	21485.63581121672	326.7387732097381	0.7387280823745469	144
226000	-11689.626102453854	22046.022335046146	325.20866320455144	0.7397913712590227	144
227000	-11588.99191078695	21261.89480796305	316.6796385930248	0.7384556696980573	144
228000	-11762.453202391625	22193.546797608375	327.33283275203826	0.7398369148071519	144
229000	-11888.083568208443	21888.201588041557	325.6003975743884	0.7387509881303103	144
230000	-12321.366792674642	21336.742582325358	324.46119350914967	0.7412076174148164	144
231000	-12002.517530169687	21626.716844830313	324.1828410664086	0.7402992375900505	144
232000	-11695.210947472719	21874.08202127728	323.60501121875416	0.7417318987451644	144
233000	-12291.486557165976	21475.982192834024	325.51540819894655	0.7402991230510158	144
234000	-11963.820715677517	21574.202721822483	323.3035757068302	0.7405128985886521	144
235000	-11799.838763498177	21754.231549001823	323.45826616066955	0.7377399118862116	144
236000	-12239.003042376426	21264.383676373574	322.9696808056147	0.7386286411103962	144
237000	-13153.352183468174	20566.788441531826	325.0591692654711	0.7407990960999115	144
238000	-12148.9263760951	21326.3704989049	322.6988971995878	0.7392849808508584	144
239000	-12033.961360728135	21304.913639271865	321.3838024065293	0.7394963338871179	144
240000	-11978.543594981602	20991.999373768398	317.8331142458987	0.7402859982594648	144
241000	-11961.157212498714	21623.491225001286	323.7530365775766	0.7387243132775538	144
242000	-12053.766098066408	21569.765151933592	324.1278634464949	0.7399060666015068	144
243000	-11913.788725168968	21283.500337331032	320.0189265083161	0.7405488360889538	144
244000	-12498.304613206594	20623.300855543406	319.28934336733835	0.7397848454096192	144
245000	-11980.70975966286	21582.61055283714	323.54743534146104	0.7397232477463742	144
246000	-12124.980666011514	20851.386521488486	317.8892591988379	0.7399274967279018	144
247000	-12169.369281494583	21434.224468505417	323.9356677122214	0.7404069906296925	144
248000	-11834.848015664087	21721.882453085913	323.48390983132794	0.7404329734561618	144
249000	-12593.787378076173	20776.212621923827	321.68384465000344	0.739182850190487	144
250000	-12382.625988307525	21121.209949192475	322.97401123458053	0.7376461842005562	144
251000	-12571.469066637743	20649.691089612257	320.2490417379685	0.7385304037948711	144
252000	-12281.312015239673	21137.062984760327	322.1501753657644	0.7393822506682131	144
253000	-12335.652556194807	21066.620881305193	321.9949577292684	0.7401788967266004	144
254000	-11946.581746922398	21218.7698155776	319.71105183679947	0.7392289997627958	144
255000	-12707.308270658192	20867.89876059181	323.6620222574866	0.7393184376936919	144
256000	-12491.948847636522	21198.226933613478	324.77031082549996	0.7385379053938261	144
257000	-12383.807585943956	20747.786164056044	319.38562951399535	0.7404407781206799	144
258000	-12252.87535074586	20506.88050862914	315.80114517947936	0.7402607259335965	144
259000	-12697.749502977182	20928.35596577282	324.1526786872642	0.742192947940112	144
260000	-11648.814536482794	22096.970619767206	325.3063802755624	0.7389368736868009	144
261000	-12463.400121884362	21085.029565615638	323.4038910352207	0.7405660067397924	144
262000	-12250.99997133913	21328.75002866087	323.7058160738973	0.7402884486114734	144
263000	-12541.58810763259	21183.54079861741	325.10725585494356	0.7405555031798665	144
264000	-12487.461851360742	20704.975648639258	319.97215787548544	0.7421316007466672	144
265000	-12521.779559237475	21211.220440762525	325.1831325016052	0.7413021803170682	144
266000	-12448.790872326354	21351.834127673646	325.8350315125269	0.7409515447615642	144
267000	-12179.80787067447	21093.17650432553	320.74862261700605	0.7401591242107717	144
268000	-12291.696167228802	21129.0186765212	322.17273125229065	0.7393830300566981	144
269000	-12185.895200038678	21460.667299961322	324.3498826567765	0.7396526649209715	144
270000	-11377.104313257267	22800.036311742733	329.4646087921433	0.7381894478751078	144
271000	-11973.69865322992	21300.27790927008	320.75818721663484	0.7396265534045513	144
272000	-12129.66091057245	21445.54612067755	323.6620222574866	0.7396326360840463	144
273000	-11696.054627463687	21996.375060036313	324.792038282137	0.7392353998405955	144
274000	-12791.004656405014	20896.565656094986	324.7451943374983	0.7402802803215928	144
275000	-13025.38340491039	20448.48378258961	322.6851151387053	0.7385361647229319	144
276000	-12843.623715775087	21189.259096724913	328.07397625555956	0.738849234788668	144
277000	-12633.058854424802	21268.870833075198	326.8115997281717	0.7397542447007152	144
278000	-12240.653316965618	21316.022464284382	323.48338264867124	0.7395499333352523	144
279000	-12054.938736367854	21036.088607382146	318.9945729504313	0.7399014046160972	144
280000	-12511.903352753376	21095.713834746624	323.9744532933933	0.7400796179465257	144
281000	-12085.830610089819	21456.17720241018	323.3419847289617	0.7398191620562322	144
282000	-12171.571538975928	21404.229242274072	323.6677459549023	0.7403084747486308	144
283000	-12193.15686864272	21588.86656885728	325.6557140974386	0.7401377304377376	144
284000	-12442.907007527596	20939.507054972404	321.80351511307583	0.7406428638514931	144
285000	-12303.801506585616	20909.518805914384	320.17346633853924	0.7415060418635003	144
286000	-11930.214257227257	22085.844336522743	327.91179227681414	0.7396157126901681	144
287000	-12145.836935511092	21471.53415823891	324.0684800858074	0.7392977226980276	144
288000	-12287.058673795487	21031.714763704513	321.1900251242856	0.7399621383040834	144
289000	-12054.127720478922	21204.114467021078	320.6065092351196	0.7408527259040791	144
290000	-12228.544211396133	21010.252663603867	320.4190581447564	0.7392268854347059	144
291000	-11985.730854579655	21728.792582920345	325.0050200754465	0.7389972861660179	144
292000	-11860.21399079304	21941.75475920696	325.84798514352025	0.7394570824027513	144
293000	-12439.641820593155	21605.627710656845	328.19338312730355	0.7390149382151997	144
294000	-12663.927171500633	21003.979078499367	324.55563451650823	0.7399910898785069	144
295000	-12667.303386943298	20369.5520818067	318.47236087305936	0.7403092267820026	144
296000	-12440.81319080008	21080.02274669992	323.1378897290081	0.7392172438446751	144
297000	-12097.033414934063	21681.966585065937	325.6265684277035	0.7410977512121161	144
298000	-11984.559398289188	21244.128101710812	320.3216046650738	0.7407877344241216	144
299000	-12312.779496987467	20910.501753012533	320.2694888938679	0.7389813756300359	144
300000	-12349.275937416125	21291.946718833875	324.2984070359395	0.7415648180991775	144
301000	-12729.025910364871	21058.64987088513	325.7102021905996	0.7399622326463906	144
302000	-12027.690834910376	21559.656821339624	323.7790568072755	0.7403401750676658	144
303000	-12151.97688783973	21713.46061216027	326.45981827253223	0.7412978729825213	144
304000	-11822.396462648525	21280.701193601475	319.11092969394724	0.741733033455482	144
305000	-11296.12601906294	21931.78413718706	320.3141111401677	0.7410082028661173	144
306000	-12282.964628330374	21322.113496669626	323.9499769557606	0.7405071480953612	144
307000	-12611.94578942121	21366.53077307879	327.54950482394463	0.739847144449482	144
308000	-12070.539710326993	21317.245445923007	321.8552919811452	0.7399999317748553	144
309000	-12624.847451140697	21057.324423859303	324.69315387810053	0.740854298377127	144
310000	-12588.259271731076	20818.061040768924	322.0339692458647	0.7409680205162847	144
311000	-12045.446685738047	21232.713470511953	320.79851668987294	0.7399901277106573	144
312000	-12623.005577183329	21255.78348531667	326.5885261525767	0.740750920266364	144
313000	-12113.638022467436	21931.986977532564	328.1968098145722	0.7411885624061354	144
314000	-12110.20130405476	21218.31432094524	321.2839389489875	0.7401690769748016	144
315000	-11955.428474482673	21728.798088017327	324.7129608836311	0.7402539382919595	144
316000	-12161.694793563918	20965.31692518608	319.34145913854417	0.7418315995101311	144
317000	-12590.117428285477	21167.870852964523	325.4240173198161	0.7399099214924729	144
318000	-12026.156521976518	21185.066134273482	320.15324511806415	0.7405223488973007	144
319000	-11984.466178134258	21092.69007186574	318.860856835148	0.740472386746662	144
320000	-11732.414655171451	21672.81190732855	322.0234255927306	0.7407738276877647	144
321000	-11824.902303338924	21760.503946661076	323.76034182296235	0.7392548584423337	144
322000	-12255.830362422857	21483.357137577143	325.24277945362115	0.7408698935634792	144
323000	-12133.11352331523	21237.01928918477	321.68512495074117	0.740197976358209	144
324000	-11821.174372462614	21538.708440037386	321.5863158585127	0.7404416738065073	144
325000	-12015.318559621868	21660.81425287813	324.6349378504385	0.7409676579267483	144
326000	-11990.459501351404	21586.212373648596	323.6761432215055	0.7399859723320853	144
327000	-12451.101985444082	20819.812077055918	320.7286649878593	0.7392270868213626	144
328000	-12189.637007345795	21455.644242654205	324.3375315202479	0.7415557885966717	144
329000	-12705.740834222583	20676.360728277417	321.8005026407518	0.7411207388640872	144
